Day -9,Day -8,Day -7,Day -6,Day -5,Day -4,Day -3,Day -2,Day -1,Day -0
0.64,0.64,0.65,0.65,0.65,0.65,0.65,0.65,0.64,0.65
0.64,0.65,0.65,0.65,0.65,0.65,0.65,0.64,0.65,0.65
0.65,0.65,0.65,0.65,0.65,0.65,0.64,0.65,0.65,0.64
0.65,0.65,0.65,0.65,0.65,0.64,0.65,0.65,0.64,0.65
0.65,0.65,0.65,0.65,0.64,0.65,0.65,0.64,0.65,0.65
0.65,0.65,0.65,0.64,0.65,0.65,0.64,0.65,0.65,0.65
0.65,0.65,0.64,0.65,0.65,0.64,0.65,0.65,0.65,0.65
0.65,0.64,0.65,0.65,0.64,0.65,0.65,0.65,0.65,0.64
0.64,0.65,0.65,0.64,0.65,0.65,0.65,0.65,0.64,0.64
0.65,0.65,0.64,0.65,0.65,0.65,0.65,0.64,0.64,0.64
0.65,0.64,0.65,0.65,0.65,0.65,0.64,0.64,0.64,0.64
0.64,0.65,0.65,0.65,0.65,0.64,0.64,0.64,0.64,0.64
0.65,0.65,0.65,0.65,0.64,0.64,0.64,0.64,0.64,0.64
0.65,0.65,0.65,0.64,0.64,0.64,0.64,0.64,0.64,0.64
0.65,0.65,0.64,0.64,0.64,0.64,0.64,0.64,0.64,0.64
0.65,0.64,0.64,0.64,0.64,0.64,0.64,0.64,0.64,0.64
0.64,0.64,0.64,0.64,0.64,0.64,0.64,0.64,0.64,0.64
0.64,0.64,0.64,0.64,0.64,0.64,0.64,0.64,0.64,0.64
0.64,0.64,0.64,0.64,0.64,0.64,0.64,0.64,0.64,0.64
0.64,0.64,0.64,0.64,0.64,0.64,0.64,0.64,0.64,0.64
0.64,0.64,0.64,0.64,0.64,0.64,0.64,0.64,0.64,0.64
0.64,0.64,0.64,0.64,0.64,0.64,0.64,0.64,0.64,0.64
0.64,0.64,0.64,0.64,0.64,0.64,0.64,0.64,0.64,0.64
0.64,0.64,0.64,0.64,0.64,0.64,0.64,0.64,0.64,0.64
0.64,0.64,0.64,0.64,0.64,0.64,0.64,0.64,0.64,0.64
0.64,0.64,0.64,0.64,0.64,0.64,0.64,0.64,0.64,0.64
0.64,0.64,0.64,0.64,0.64,0.64,0.64,0.64,0.64,0.64
0.64,0.64,0.64,0.64,0.64,0.64,0.64,0.64,0.64,0.64
0.64,0.64,0.64,0.64,0.64,0.64,0.64,0.64,0.64,0.64
0.64,0.64,0.64,0.64,0.64,0.64,0.64,0.64,0.64,0.64
0.64,0.64,0.64,0.64,0.64,0.64,0.64,0.64,0.64,0.64
0.64,0.64,0.64,0.64,0.64,0.64,0.64,0.64,0.64,0.64
0.64,0.64,0.64,0.64,0.64,0.64,0.64,0.64,0.64,0.64
0.64,0.64,0.64,0.64,0.64,0.64,0.64,0.64,0.64,0.64
0.64,0.64,0.64,0.64,0.64,0.64,0.64,0.64,0.64,0.64
0.64,0.64,0.64,0.64,0.64,0.64,0.64,0.64,0.64,0.64
0.64,0.64,0.64,0.64,0.64,0.64,0.64,0.64,0.64,0.64
0.64,0.64,0.64,0.64,0.64,0.64,0.64,0.64,0.64,0.64
0.64,0.64,0.64,0.64,0.64,0.64,0.64,0.64,0.64,0.64
0.64,0.64,0.64,0.64,0.64,0.64,0.64,0.64,0.64,0.64
0.64,0.64,0.64,0.64,0.64,0.64,0.64,0.64,0.64,0.64
0.64,0.64,0.64,0.64,0.64,0.64,0.64,0.64,0.64,0.64
0.64,0.64,0.64,0.64,0.64,0.64,0.64,0.64,0.64,0.63
0.64,0.64,0.64,0.64,0.64,0.64,0.64,0.64,0.63,0.63
0.64,0.64,0.64,0.64,0.64,0.64,0.64,0.63,0.63,0.63
0.64,0.64,0.64,0.64,0.64,0.64,0.63,0.63,0.63,0.63
0.64,0.64,0.64,0.64,0.64,0.63,0.63,0.63,0.63,0.63
0.64,0.64,0.64,0.64,0.63,0.63,0.63,0.63,0.63,0.63
0.64,0.64,0.64,0.63,0.63,0.63,0.63,0.63,0.63,0.63
0.64,0.64,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63
0.64,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63
0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.62
0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.62,0.62
0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.62,0.62,0.62
0.63,0.63,0.63,0.63,0.63,0.63,0.62,0.62,0.62,0.61
0.63,0.63,0.63,0.63,0.63,0.62,0.62,0.62,0.61,0.61
0.63,0.63,0.63,0.63,0.62,0.62,0.62,0.61,0.61,0.61
0.63,0.63,0.63,0.62,0.62,0.62,0.61,0.61,0.61,0.61
0.63,0.63,0.62,0.62,0.62,0.61,0.61,0.61,0.61,0.61
0.63,0.62,0.62,0.62,0.61,0.61,0.61,0.61,0.61,0.61
0.62,0.62,0.62,0.61,0.61,0.61,0.61,0.61,0.61,0.61
0.62,0.62,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.61
0.62,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.61
0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.6
0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.6,0.6
0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.6,0.6,0.6
0.61,0.61,0.61,0.61,0.61,0.61,0.6,0.6,0.6,0.6
0.61,0.61,0.61,0.61,0.61,0.6,0.6,0.6,0.6,0.6
0.61,0.61,0.61,0.61,0.6,0.6,0.6,0.6,0.6,0.6
0.61,0.61,0.61,0.6,0.6,0.6,0.6,0.6,0.6,0.59
0.61,0.61,0.6,0.6,0.6,0.6,0.6,0.6,0.59,0.6
0.61,0.6,0.6,0.6,0.6,0.6,0.6,0.59,0.6,0.6
0.6,0.6,0.6,0.6,0.6,0.6,0.59,0.6,0.6,0.6
0.6,0.6,0.6,0.6,0.6,0.59,0.6,0.6,0.6,0.6
0.6,0.6,0.6,0.6,0.59,0.6,0.6,0.6,0.6,0.59
0.6,0.6,0.6,0.59,0.6,0.6,0.6,0.6,0.59,0.59
0.6,0.6,0.59,0.6,0.6,0.6,0.6,0.59,0.59,0.61
0.6,0.59,0.6,0.6,0.6,0.6,0.59,0.59,0.61,0.61
0.59,0.6,0.6,0.6,0.6,0.59,0.59,0.61,0.61,0.61
0.6,0.6,0.6,0.6,0.59,0.59,0.61,0.61,0.61,0.61
0.6,0.6,0.6,0.59,0.59,0.61,0.61,0.61,0.61,0.61
0.6,0.6,0.59,0.59,0.61,0.61,0.61,0.61,0.61,0.61
0.6,0.59,0.59,0.61,0.61,0.61,0.61,0.61,0.61,0.6
0.59,0.59,0.61,0.61,0.61,0.61,0.61,0.61,0.6,0.6
0.59,0.61,0.61,0.61,0.61,0.61,0.61,0.6,0.6,0.6
0.61,0.61,0.61,0.61,0.61,0.61,0.6,0.6,0.6,0.6
0.61,0.61,0.61,0.61,0.61,0.6,0.6,0.6,0.6,0.6
0.61,0.61,0.61,0.61,0.6,0.6,0.6,0.6,0.6,0.6
0.61,0.61,0.61,0.6,0.6,0.6,0.6,0.6,0.6,0.61
0.61,0.61,0.6,0.6,0.6,0.6,0.6,0.6,0.61,0.6
0.61,0.6,0.6,0.6,0.6,0.6,0.6,0.61,0.6,0.6
0.6,0.6,0.6,0.6,0.6,0.6,0.61,0.6,0.6,0.6
0.6,0.6,0.6,0.6,0.6,0.61,0.6,0.6,0.6,0.6
0.6,0.6,0.6,0.6,0.61,0.6,0.6,0.6,0.6,0.59
0.6,0.6,0.6,0.61,0.6,0.6,0.6,0.6,0.59,0.59
0.6,0.6,0.61,0.6,0.6,0.6,0.6,0.59,0.59,0.58
0.6,0.61,0.6,0.6,0.6,0.6,0.59,0.59,0.58,0.59
0.61,0.6,0.6,0.6,0.6,0.59,0.59,0.58,0.59,0.59
0.6,0.6,0.6,0.6,0.59,0.59,0.58,0.59,0.59,0.59
0.6,0.6,0.6,0.59,0.59,0.58,0.59,0.59,0.59,0.59
0.6,0.6,0.59,0.59,0.58,0.59,0.59,0.59,0.59,0.59
0.6,0.59,0.59,0.58,0.59,0.59,0.59,0.59,0.59,0.59
0.59,0.59,0.58,0.59,0.59,0.59,0.59,0.59,0.59,0.59
0.59,0.58,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.6
0.58,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.6,0.6
0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.6,0.6,0.6
0.59,0.59,0.59,0.59,0.59,0.59,0.6,0.6,0.6,0.6
0.59,0.59,0.59,0.59,0.59,0.6,0.6,0.6,0.6,0.6
0.59,0.59,0.59,0.59,0.6,0.6,0.6,0.6,0.6,0.6
0.59,0.59,0.59,0.6,0.6,0.6,0.6,0.6,0.6,0.6
0.59,0.59,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.61
0.59,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.61,0.61
0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.61,0.61,0.62
0.6,0.6,0.6,0.6,0.6,0.6,0.61,0.61,0.62,0.62
0.6,0.6,0.6,0.6,0.6,0.61,0.61,0.62,0.62,0.62
0.6,0.6,0.6,0.6,0.61,0.61,0.62,0.62,0.62,0.62
0.6,0.6,0.6,0.61,0.61,0.62,0.62,0.62,0.62,0.62
0.6,0.6,0.61,0.61,0.62,0.62,0.62,0.62,0.62,0.62
0.6,0.61,0.61,0.62,0.62,0.62,0.62,0.62,0.62,0.62
0.61,0.61,0.62,0.62,0.62,0.62,0.62,0.62,0.62,0.61
0.61,0.62,0.62,0.62,0.62,0.62,0.62,0.62,0.61,0.61
0.62,0.62,0.62,0.62,0.62,0.62,0.62,0.61,0.61,0.62
0.62,0.62,0.62,0.62,0.62,0.62,0.61,0.61,0.62,0.61
0.62,0.62,0.62,0.62,0.62,0.61,0.61,0.62,0.61,0.61
0.62,0.62,0.62,0.62,0.61,0.61,0.62,0.61,0.61,0.61
0.62,0.62,0.62,0.61,0.61,0.62,0.61,0.61,0.61,0.62
0.62,0.62,0.61,0.61,0.62,0.61,0.61,0.61,0.62,0.62
0.62,0.61,0.61,0.62,0.61,0.61,0.61,0.62,0.62,0.62
0.61,0.61,0.62,0.61,0.61,0.61,0.62,0.62,0.62,0.62
0.61,0.62,0.61,0.61,0.61,0.62,0.62,0.62,0.62,0.62
0.62,0.61,0.61,0.61,0.62,0.62,0.62,0.62,0.62,0.62
0.61,0.61,0.61,0.62,0.62,0.62,0.62,0.62,0.62,0.61
0.61,0.61,0.62,0.62,0.62,0.62,0.62,0.62,0.61,0.61
0.61,0.62,0.62,0.62,0.62,0.62,0.62,0.61,0.61,0.61
0.62,0.62,0.62,0.62,0.62,0.62,0.61,0.61,0.61,0.61
0.62,0.62,0.62,0.62,0.62,0.61,0.61,0.61,0.61,0.61
0.62,0.62,0.62,0.62,0.61,0.61,0.61,0.61,0.61,0.62
0.62,0.62,0.62,0.61,0.61,0.61,0.61,0.61,0.62,0.62
0.62,0.62,0.61,0.61,0.61,0.61,0.61,0.62,0.62,0.62
0.62,0.61,0.61,0.61,0.61,0.61,0.62,0.62,0.62,0.62
0.61,0.61,0.61,0.61,0.61,0.62,0.62,0.62,0.62,0.62
0.61,0.61,0.61,0.61,0.62,0.62,0.62,0.62,0.62,0.62
0.61,0.61,0.61,0.62,0.62,0.62,0.62,0.62,0.62,0.62
0.61,0.61,0.62,0.62,0.62,0.62,0.62,0.62,0.62,0.63
0.61,0.62,0.62,0.62,0.62,0.62,0.62,0.62,0.63,0.63
0.62,0.62,0.62,0.62,0.62,0.62,0.62,0.63,0.63,0.62
0.62,0.62,0.62,0.62,0.62,0.62,0.63,0.63,0.62,0.63
0.62,0.62,0.62,0.62,0.62,0.63,0.63,0.62,0.63,0.63
0.62,0.62,0.62,0.62,0.63,0.63,0.62,0.63,0.63,0.63
0.62,0.62,0.62,0.63,0.63,0.62,0.63,0.63,0.63,0.63
0.62,0.62,0.63,0.63,0.62,0.63,0.63,0.63,0.63,0.62
0.62,0.63,0.63,0.62,0.63,0.63,0.63,0.63,0.62,0.62
0.63,0.63,0.62,0.63,0.63,0.63,0.63,0.62,0.62,0.62
0.63,0.62,0.63,0.63,0.63,0.63,0.62,0.62,0.62,0.61
0.62,0.63,0.63,0.63,0.63,0.62,0.62,0.62,0.61,0.61
0.63,0.63,0.63,0.63,0.62,0.62,0.62,0.61,0.61,0.61
0.63,0.63,0.63,0.62,0.62,0.62,0.61,0.61,0.61,0.61
0.63,0.63,0.62,0.62,0.62,0.61,0.61,0.61,0.61,0.61
0.63,0.62,0.62,0.62,0.61,0.61,0.61,0.61,0.61,0.61
0.62,0.62,0.62,0.61,0.61,0.61,0.61,0.61,0.61,0.61
0.62,0.62,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.61
0.62,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.61
0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.62
0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.62,0.62
0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.62,0.62,0.62
0.61,0.61,0.61,0.61,0.61,0.61,0.62,0.62,0.62,0.62
0.61,0.61,0.61,0.61,0.61,0.62,0.62,0.62,0.62,0.62
0.61,0.61,0.61,0.61,0.62,0.62,0.62,0.62,0.62,0.62
0.61,0.61,0.61,0.62,0.62,0.62,0.62,0.62,0.62,0.62
0.61,0.61,0.62,0.62,0.62,0.62,0.62,0.62,0.62,0.61
0.61,0.62,0.62,0.62,0.62,0.62,0.62,0.62,0.61,0.61
0.62,0.62,0.62,0.62,0.62,0.62,0.62,0.61,0.61,0.61
0.62,0.62,0.62,0.62,0.62,0.62,0.61,0.61,0.61,0.61
0.62,0.62,0.62,0.62,0.62,0.61,0.61,0.61,0.61,0.62
0.62,0.62,0.62,0.62,0.61,0.61,0.61,0.61,0.62,0.62
0.62,0.62,0.62,0.61,0.61,0.61,0.61,0.62,0.62,0.62
0.62,0.62,0.61,0.61,0.61,0.61,0.62,0.62,0.62,0.62
0.62,0.61,0.61,0.61,0.61,0.62,0.62,0.62,0.62,0.61
0.61,0.61,0.61,0.61,0.62,0.62,0.62,0.62,0.61,0.62
0.61,0.61,0.61,0.62,0.62,0.62,0.62,0.61,0.62,0.62
0.61,0.61,0.62,0.62,0.62,0.62,0.61,0.62,0.62,0.62
0.61,0.62,0.62,0.62,0.62,0.61,0.62,0.62,0.62,0.62
0.62,0.62,0.62,0.62,0.61,0.62,0.62,0.62,0.62,0.61
0.62,0.62,0.62,0.61,0.62,0.62,0.62,0.62,0.61,0.61
0.62,0.62,0.61,0.62,0.62,0.62,0.62,0.61,0.61,0.62
0.62,0.61,0.62,0.62,0.62,0.62,0.61,0.61,0.62,0.62
0.61,0.62,0.62,0.62,0.62,0.61,0.61,0.62,0.62,0.62
0.62,0.62,0.62,0.62,0.61,0.61,0.62,0.62,0.62,0.61
0.62,0.62,0.62,0.61,0.61,0.62,0.62,0.62,0.61,0.61
0.62,0.62,0.61,0.61,0.62,0.62,0.62,0.61,0.61,0.61
0.62,0.61,0.61,0.62,0.62,0.62,0.61,0.61,0.61,0.61
0.61,0.61,0.62,0.62,0.62,0.61,0.61,0.61,0.61,0.61
0.61,0.62,0.62,0.62,0.61,0.61,0.61,0.61,0.61,0.61
0.62,0.62,0.62,0.61,0.61,0.61,0.61,0.61,0.61,0.61
0.62,0.62,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.62
0.62,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.62,0.61
0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.62,0.61,0.61
0.61,0.61,0.61,0.61,0.61,0.61,0.62,0.61,0.61,0.61
0.61,0.61,0.61,0.61,0.61,0.62,0.61,0.61,0.61,0.61
0.61,0.61,0.61,0.61,0.62,0.61,0.61,0.61,0.61,0.61
0.61,0.61,0.61,0.62,0.61,0.61,0.61,0.61,0.61,0.61
0.61,0.61,0.62,0.61,0.61,0.61,0.61,0.61,0.61,0.61
0.61,0.62,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.61
0.62,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.61
0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.61
0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.61
0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.61
0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.61
0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.61
0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.61
0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.61
0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.61
0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.61
0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.61
0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.6
0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.6,0.6
0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.6,0.6,0.6
0.61,0.61,0.61,0.61,0.61,0.61,0.6,0.6,0.6,0.6
0.61,0.61,0.61,0.61,0.61,0.6,0.6,0.6,0.6,0.6
0.61,0.61,0.61,0.61,0.6,0.6,0.6,0.6,0.6,0.6
0.61,0.61,0.61,0.6,0.6,0.6,0.6,0.6,0.6,0.6
0.61,0.61,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6
0.61,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6
0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.59
0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.59,0.59
0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.59,0.59,0.59
0.6,0.6,0.6,0.6,0.6,0.6,0.59,0.59,0.59,0.59
0.6,0.6,0.6,0.6,0.6,0.59,0.59,0.59,0.59,0.59
0.6,0.6,0.6,0.6,0.59,0.59,0.59,0.59,0.59,0.59
0.6,0.6,0.6,0.59,0.59,0.59,0.59,0.59,0.59,0.59
0.6,0.6,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.6
0.6,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.6,0.6
0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.6,0.6,0.6
0.59,0.59,0.59,0.59,0.59,0.59,0.6,0.6,0.6,0.6
0.59,0.59,0.59,0.59,0.59,0.6,0.6,0.6,0.6,0.6
0.59,0.59,0.59,0.59,0.6,0.6,0.6,0.6,0.6,0.6
0.59,0.59,0.59,0.6,0.6,0.6,0.6,0.6,0.6,0.6
0.59,0.59,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6
0.59,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6
0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.61
0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.61,0.61
0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.61,0.61,0.62
0.6,0.6,0.6,0.6,0.6,0.6,0.61,0.61,0.62,0.61
0.6,0.6,0.6,0.6,0.6,0.61,0.61,0.62,0.61,0.61
0.6,0.6,0.6,0.6,0.61,0.61,0.62,0.61,0.61,0.61
0.6,0.6,0.6,0.61,0.61,0.62,0.61,0.61,0.61,0.62
0.6,0.6,0.61,0.61,0.62,0.61,0.61,0.61,0.62,0.62
0.6,0.61,0.61,0.62,0.61,0.61,0.61,0.62,0.62,0.63
0.61,0.61,0.62,0.61,0.61,0.61,0.62,0.62,0.63,0.63
0.61,0.62,0.61,0.61,0.61,0.62,0.62,0.63,0.63,0.63
0.62,0.61,0.61,0.61,0.62,0.62,0.63,0.63,0.63,0.63
0.61,0.61,0.61,0.62,0.62,0.63,0.63,0.63,0.63,0.63
0.61,0.61,0.62,0.62,0.63,0.63,0.63,0.63,0.63,0.63
0.61,0.62,0.62,0.63,0.63,0.63,0.63,0.63,0.63,0.62
0.62,0.62,0.63,0.63,0.63,0.63,0.63,0.63,0.62,0.62
0.62,0.63,0.63,0.63,0.63,0.63,0.63,0.62,0.62,0.62
0.63,0.63,0.63,0.63,0.63,0.63,0.62,0.62,0.62,0.63
0.63,0.63,0.63,0.63,0.63,0.62,0.62,0.62,0.63,0.63
0.63,0.63,0.63,0.63,0.62,0.62,0.62,0.63,0.63,0.62
0.63,0.63,0.63,0.62,0.62,0.62,0.63,0.63,0.62,0.62
0.63,0.63,0.62,0.62,0.62,0.63,0.63,0.62,0.62,0.62
0.63,0.62,0.62,0.62,0.63,0.63,0.62,0.62,0.62,0.62
0.62,0.62,0.62,0.63,0.63,0.62,0.62,0.62,0.62,0.62
0.62,0.62,0.63,0.63,0.62,0.62,0.62,0.62,0.62,0.62
0.62,0.63,0.63,0.62,0.62,0.62,0.62,0.62,0.62,0.63
0.63,0.63,0.62,0.62,0.62,0.62,0.62,0.62,0.63,0.63
0.63,0.62,0.62,0.62,0.62,0.62,0.62,0.63,0.63,0.63
0.62,0.62,0.62,0.62,0.62,0.62,0.63,0.63,0.63,0.63
0.62,0.62,0.62,0.62,0.62,0.63,0.63,0.63,0.63,0.63
0.62,0.62,0.62,0.62,0.63,0.63,0.63,0.63,0.63,0.63
0.62,0.62,0.62,0.63,0.63,0.63,0.63,0.63,0.63,0.63
0.62,0.62,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63
0.62,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.62
0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.62,0.62
0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.62,0.62,0.63
0.63,0.63,0.63,0.63,0.63,0.63,0.62,0.62,0.63,0.63
0.63,0.63,0.63,0.63,0.63,0.62,0.62,0.63,0.63,0.62
0.63,0.63,0.63,0.63,0.62,0.62,0.63,0.63,0.62,0.62
0.63,0.63,0.63,0.62,0.62,0.63,0.63,0.62,0.62,0.62
0.63,0.63,0.62,0.62,0.63,0.63,0.62,0.62,0.62,0.62
0.63,0.62,0.62,0.63,0.63,0.62,0.62,0.62,0.62,0.62
0.62,0.62,0.63,0.63,0.62,0.62,0.62,0.62,0.62,0.61
0.62,0.63,0.63,0.62,0.62,0.62,0.62,0.62,0.61,0.62
0.63,0.63,0.62,0.62,0.62,0.62,0.62,0.61,0.62,0.62
0.63,0.62,0.62,0.62,0.62,0.62,0.61,0.62,0.62,0.62
0.62,0.62,0.62,0.62,0.62,0.61,0.62,0.62,0.62,0.62
0.62,0.62,0.62,0.62,0.61,0.62,0.62,0.62,0.62,0.62
0.62,0.62,0.62,0.61,0.62,0.62,0.62,0.62,0.62,0.62
0.62,0.62,0.61,0.62,0.62,0.62,0.62,0.62,0.62,0.62
0.62,0.61,0.62,0.62,0.62,0.62,0.62,0.62,0.62,0.62
0.61,0.62,0.62,0.62,0.62,0.62,0.62,0.62,0.62,0.62
0.62,0.62,0.62,0.62,0.62,0.62,0.62,0.62,0.62,0.62
0.62,0.62,0.62,0.62,0.62,0.62,0.62,0.62,0.62,0.62
0.62,0.62,0.62,0.62,0.62,0.62,0.62,0.62,0.62,0.62
0.62,0.62,0.62,0.62,0.62,0.62,0.62,0.62,0.62,0.62
0.62,0.62,0.62,0.62,0.62,0.62,0.62,0.62,0.62,0.62
0.62,0.62,0.62,0.62,0.62,0.62,0.62,0.62,0.62,0.62
0.62,0.62,0.62,0.62,0.62,0.62,0.62,0.62,0.62,0.61
0.62,0.62,0.62,0.62,0.62,0.62,0.62,0.62,0.61,0.61
0.62,0.62,0.62,0.62,0.62,0.62,0.62,0.61,0.61,0.61
0.62,0.62,0.62,0.62,0.62,0.62,0.61,0.61,0.61,0.61
0.62,0.62,0.62,0.62,0.62,0.61,0.61,0.61,0.61,0.61
0.62,0.62,0.62,0.62,0.61,0.61,0.61,0.61,0.61,0.6
0.62,0.62,0.62,0.61,0.61,0.61,0.61,0.61,0.6,0.6
0.62,0.62,0.61,0.61,0.61,0.61,0.61,0.6,0.6,0.6
0.62,0.61,0.61,0.61,0.61,0.61,0.6,0.6,0.6,0.6
0.61,0.61,0.61,0.61,0.61,0.6,0.6,0.6,0.6,0.6
0.61,0.61,0.61,0.61,0.6,0.6,0.6,0.6,0.6,0.6
0.61,0.61,0.61,0.6,0.6,0.6,0.6,0.6,0.6,0.59
0.61,0.61,0.6,0.6,0.6,0.6,0.6,0.6,0.59,0.6
0.61,0.6,0.6,0.6,0.6,0.6,0.6,0.59,0.6,0.59
0.6,0.6,0.6,0.6,0.6,0.6,0.59,0.6,0.59,0.59
0.6,0.6,0.6,0.6,0.6,0.59,0.6,0.59,0.59,0.59
0.6,0.6,0.6,0.6,0.59,0.6,0.59,0.59,0.59,0.59
0.6,0.6,0.6,0.59,0.6,0.59,0.59,0.59,0.59,0.59
0.6,0.6,0.59,0.6,0.59,0.59,0.59,0.59,0.59,0.59
0.6,0.59,0.6,0.59,0.59,0.59,0.59,0.59,0.59,0.59
0.59,0.6,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.59
0.6,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.59
0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.59
0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.59
0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.59
0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.6
0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.6,0.6
0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.6,0.6,0.59
0.59,0.59,0.59,0.59,0.59,0.59,0.6,0.6,0.59,0.59
0.59,0.59,0.59,0.59,0.59,0.6,0.6,0.59,0.59,0.59
0.59,0.59,0.59,0.59,0.6,0.6,0.59,0.59,0.59,0.59
0.59,0.59,0.59,0.6,0.6,0.59,0.59,0.59,0.59,0.6
0.59,0.59,0.6,0.6,0.59,0.59,0.59,0.59,0.6,0.6
0.59,0.6,0.6,0.59,0.59,0.59,0.59,0.6,0.6,0.61
0.6,0.6,0.59,0.59,0.59,0.59,0.6,0.6,0.61,0.61
0.6,0.59,0.59,0.59,0.59,0.6,0.6,0.61,0.61,0.61
0.59,0.59,0.59,0.59,0.6,0.6,0.61,0.61,0.61,0.6
0.59,0.59,0.59,0.6,0.6,0.61,0.61,0.61,0.6,0.61
0.59,0.59,0.6,0.6,0.61,0.61,0.61,0.6,0.61,0.61
0.59,0.6,0.6,0.61,0.61,0.61,0.6,0.61,0.61,0.61
0.6,0.6,0.61,0.61,0.61,0.6,0.61,0.61,0.61,0.61
0.6,0.61,0.61,0.61,0.6,0.61,0.61,0.61,0.61,0.6
0.61,0.61,0.61,0.6,0.61,0.61,0.61,0.61,0.6,0.6
0.61,0.61,0.6,0.61,0.61,0.61,0.61,0.6,0.6,0.6
0.61,0.6,0.61,0.61,0.61,0.61,0.6,0.6,0.6,0.6
0.6,0.61,0.61,0.61,0.61,0.6,0.6,0.6,0.6,0.6
0.61,0.61,0.61,0.61,0.6,0.6,0.6,0.6,0.6,0.6
0.61,0.61,0.61,0.6,0.6,0.6,0.6,0.6,0.6,0.6
0.61,0.61,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6
0.61,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.61
0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.61,0.61
